	bhsid	piN_x	piS_x	pin/pis_x	bsid	piN_y	piS_y	pin/pis_y
2252	Brast05G096700	0.001647794	0.001405149	1.172682579				
2253	Brast05G098600	0.000650524	0.001732769	0.375424648				
2254	Brast05G100400	0.000186325	0.0006216715	0.27676996				
2255	Brast05G101200	0.0002243476666666	0.000340388	1.8555860506666668				
2256	Brast05G104200	0.002931202	0.0023335155	2.613771084				
2257	Brast05G104900	0.001068045	0.000833791	1.280951366				
2258	Brast05G106900	0.0005413585	0.000253662	8.1201335615				
2259	Brast05G111900	0.000211624	0.004844446	0.04368378				
2260	Brast05G114400	0.002165489	0.001082795	1.999907916				
2261	Brast05G114600	9.55e-05	0.000465343	0.205126356				
2262	Brast05G115400	0.000927884	0.001083707	0.856213312				
2263	Brast05G117300	0.0005474885	0.0021008	0.2598433885				
2264	Brast05G117600	0.000994903	0.001390996	0.715244768				
2265	Brast05G118000	0.001630906	0.002297492	0.709863869				
2266	Brast05G118700	0.0009924115	0.0014050665	0.743805225				
2267	Brast05G121500	0.000389443	0.001253338	0.310724253				
2268	Brast05G132800	1.88e-05	1.74e-05	1.079908988				
2269	Brast05G133400	0.00075314	0.0003394225	2.584716021				
2270	Brast05G134400	3.62e-05	0.000114761	0.315769924				
2271	Brast05G134700	0.011638636	0.024277082	0.479408354				
2272	Brast05G135400	0.001279259	0.018285237	0.069961312				
2273	Brast05G135600	0.000340524	0.000499778	0.681350023				
2274	Brast05G135700	0.0007259549999999	0.001342976	0.554728303				
2275	Brast05G139200	0.000388166	0.001563569	0.248256266				
2276	Brast05G143300	0.0009035075	0.000626188	2.137372727				
2277	Brast05G143500	0.00168963	0.002708355	0.623858532				
2278	Brast05G147300	0.008578554	0.006399281	1.340549547				
2279	Brast05G149900	0.000660666	0.001218798	0.542064076				
2280	Brast05G153300	0.005343548	0.009999964	0.534356728				
2281	Brast05G155400	4.82e-05	0.000120001	0.40140896				
2282	Brast05G155600	0.006584517	0.018624653	0.353537701				
2283	Brast05G155800	0.007153727	0.00975028	1.3697452915				
2284	Brast05G160800	0.003031316	0.001024803	2.957950689				
2285	Brast05G161400	0.001985917	0.002895718	0.68581153				
2286	Brast05G161700	2.38e-05	8.87e-05	0.268885774				
2287	Brast05G163100	0.000149312	0.000391571	0.3610244955				
2288	Brast05G163200	0.0006066535	0.000213739	2.3578710615				
2289	Brast05G164300	0.002178716	0.003371884	0.7010692414999999				
2290	Brast05G164600	0.001947986	0.006756997	0.288291703				
2291	Brast05G165200	0.000351389	0.001172542	0.299681179				
2292	Brast05G166300	0.000258388	0.004174628	0.061894768				
2293	Brast05G170300	8.12e-05	0.003761453	0.021582269				
2294	Brast05G172400	9.98e-05	0.000612233	0.162944084				
2295	Brast05G172500	0.002115553	0.001211562	1.746136949				
2296	Brast05G179500	0.000854804	0.000913722	0.935519289				
2297	Brast05G179900	0.001263796	0.007749913	0.163072279				
2298	Brast05G180100	0.000271194	0.001161412	0.233503998				
2299	Brast05G180600	0.000822816	0.001373923	0.598880752				
2300	Brast05G181600	0.000811155	0.001931897	0.419874776				
2301	Brast05G182700	0.003457489	0.007203029	0.480004914				
2302	Brast05G182800	0.003466587	0.0048859	0.709508393				
2303	Brast05G182900	0.000141529	0.000437265	0.32366815				
2304	Brast05G183300	0.00409745	0.003635192	1.127162032				
2305	Brast05G184100	0.000428494	0.000962731	0.445082461				
2306	Brast05G184200	0.00189564	0.00233195	0.812898866				
2307	Brast05G185300	0.010939681	0.011324429	0.966025011				
2308	Brast05G187000	0.006267123	0.0076960395	0.8111870345000001				
2309	Brast05G192200	0.000261317	0.001329217	0.196594375				
2310	Brast05G194200	0.000585724	0.000694049	0.843922755				
2311	Brast05G200100	0.000492128	0.001991874	0.247067644				
2312	Brast05G201500	0.0001576	0.000285462	0.552086044				
2313	Brast05G202900	0.000235861	0.000487926	0.48339558				
2314	Brast05G204900	0.005951339	0.003604633	1.651025076				
2315	Brast05G205100	0.0012953399999999	0.0016791605	0.8462575965000001				
2316	Brast05G206900	0.00065367	0.000383461	1.704656007				
2317	Brast05G208600	5.71e-05	0.000167518	0.340715162				
2318	Brast05G208800	0.001295781	0.002671356	0.485064889				
2319	Brast05G209100	0.00053946	0.000464439	1.161531527				
2320	Brast05G210400	0.000814375	0.002331445	0.349300652				
2321	Brast05G210800	0.001333063	0.002757868	0.48336713				
2322	Brast05G214700	0.000254008	0.000665575	0.38163675				
2323	Brast05G215100	0.0003633914999999	0.0008397025	0.4179815225				
2324	Brast05G216900	0.000691998	0.002208095	0.313391559				
2325	Brast05G218900	0.0011337435	0.0007481725	1.524978334				
2326	Brast05G221800	0.000862123	0.000654349	1.317528509				
2327	Brast05G223500	0.00048018	0.000115838	4.145259333				
2328	Brast05G223900	0.000895209	0.004517746	0.198153936				
2329	Brast05G224300	0.000635731	0.001020036	0.623244011				
2330	Brast05G224400	0.000550853	0.000640225	0.860405624				
2331	Brast05G225900	0.000970363	0.000413823	2.344874639				
2332	Brast05G226100	0.001096432	0.002702807	0.405664096				
2333	Brast05G227000	0.00154481	0.002783796	0.554929271				
2334	Brast05G229000	0.001165087	0.0014192243333333	0.5899688906666667				
2335	Brast05G230700	0.0001380745	0.0008914375	0.1590413325				
2336	Brast05G233400	0.002570208	0.00212515	1.209424308				
2337	Brast05G234200	0.011950673	0.007452802	1.6035141				
2338	Brast05G236900	0.000699769	0.001901455	0.368017525				
2339	Brast05G237100	0.002701104	0.008014733	0.337017277				
2340	Brast05G237900	0.001652677	0.001680689	0.983332454				
2341	Brast05G238100	0.00094922	0.00255465	0.371565637				
2342	Brast05G246000	0.004768041	0.004821239	0.988965896				
2343	Brast05G249900	0.000217262	0.003312155	0.065595261				
2344	Brast05G251200	0.00017898	0.000837191	0.21378631				
2345	Brast05G255200	0.002707062	0.008887136	0.304604537				
2346	Brast05G257500	0.000130768	0.0002946925	0.7856260355				
2347	Brast05G257600	0.000451772	0.004414697	0.102333604				
2348	Brast05G259100	0.002048368	0.0014058333333333	1.5560157663333334				
2349	Brast05G263200	0.001787751	0.001778584	1.005153996				
2350	Brast05G265200	0.000458255	0.001075675	0.393678572				
2351	Brast05G265600	0.000868336	0.001092167	0.795057832				
2352	Brast05G269400	0.002232276	0.001130934	1.973833731				
2353	Brast05G269700	0.000959406	0.0018000385	0.6091105405				
2354	Brast05G269900	0.001389732	0.001265283	1.098356452				
2355	Brast05G270700	0.000223852	0.002048342	0.10928461				
2356	Brast05G275200	0.010989022	0.009052177	1.213964588				
2357	Brast05G275300	0.000312281	0.001199204	0.260407338				
2358	Brast05G276700	0.000917823	0.00117672	0.779983981				
2359	Brast05G277600	0.002860398	0.002576166	1.110331486				
2360	Brast05G279100	0.002309721	0.005572268	0.414502792				
2361	Brast05G279900	0.000243942	0.00044058	0.553684324				
2362	Brast05G281100	0.001297917	0.002421844	0.535920767				
2363	Brast05G281800	0.003617825	0.003056977	1.183464842				
2364	Brast05G283400	0.004398784	0.008045237	0.546756348				
2365	Brast05G284100	0.003429059	0.017242125	0.198876848				
2366	Brast05G285300	0.000269007	0.000594462	0.452522334				
2367	Brast05G289100	0.000475176	0.000591848	0.802868167				
2368	Brast05G289200	0.00107469	0.001461713	0.735226383				
2369	Brast05G290100	0.001598829	0.001311613	1.218979136				
2370	Brast05G290200	0.000520469	0.001588026	0.327745882				
2371	Brast05G291200	0.0007252585	0.0053715695	0.1394450435				
2372	Brast05G292200	0.000504892	0.0005397024999999	0.9363509825				
2373	Brast05G296200	0.000717333	0.000996031	0.717440745				
2374	Brast05G296900	0.000692639	0.002732439	0.253487268				
2375	Brast05G297900	0.0011914044999999	0.0027256875	0.4368112779999999				
2376	Brast05G298100	0.000304374	0.000802938	0.379074978				
2377	Brast06G000400	0.003847642	0.0077523	0.4526751753333333				
2378	Brast06G002100	0.000275118	0.001130163	0.24343196				
2379	Brast06G003000	2.09e-05	9.12e-05	0.229556639				
2380	Brast06G007200	0.0004311725	0.000660765	0.9007545525				
2381	Brast06G009300	0.000323308	0.000488243	0.662187188				
2382	Brast06G012300	0.000561026	0.000561067	0.999925721				
2383	Brast06G012700	0.000702155	0.000912384	0.769582646				
2384	Brast06G012800	0.003834772	0.00200016	1.917232347				
2385	Brast06G014700	9.21e-05	0.002087894	0.04413384				
2386	Brast06G015200	0.001670165	0.002528089	0.66064349				
2387	Brast06G016200	0.00053981	0.001802842	0.299421488				
2388	Brast06G017600	0.00815548	0.0076059833333333	2.018352263				
2389	Brast06G018900	0.000179387	1.75e-05	10.25797397				
2390	Brast06G020100	0.000254585	0.001359949	0.187201539				
2391	Brast06G020600	0.001217367	0.001081296	1.125840462				
2392	Brast06G023100	0.000162398	0.000141558	1.147214536				
2393	Brast06G025600	0.002941648	0.000906549	3.244884085				
2394	Brast06G025800	0.0020347585	0.001616476	1.3080601835				
2395	Brast06G027800	0.000287187	0.000532537	0.539279938				
2396	Brast06G028900	0.003902837	0.006114681	0.638273292				
2397	Brast06G030200	0.001557651	0.003057336	0.509479863				
2398	Brast06G033000	0.000276469	0.000618441	0.447042707				
2399	Brast06G033900	0.001242987	0.0026400959999999	0.323159795				
2400	Brast06G035000	0.0024980253333333	0.0034500276666666	0.8264902883333334				
2401	Brast06G036000	0.000726395	0.002458728	0.29543526				
2402	Brast06G041700	0.000455076	0.001233169	0.369029242				
2403	Brast06G043800	0.003246161	0.002328386	1.394167823				
2404	Brast06G043900	0.005338879	0.013821131	0.386283769				
2405	Brast06G044100	0.008770448	0.011430827	0.767262761				
2406	Brast06G044600	0.00019041	0.0004714239999999	0.8129863545				
2407	Brast06G050500	0.000612976	0.003364448	0.182191994				
2408	Brast06G052100	0.0010144953333333	0.00085417	1.2440791496666666				
2409	Brast06G053000	0.003104724	0.001647606	1.884385419				
2410	Brast06G055600	0.001171198	0.0013571435	1.1188681585				
2411	Brast06G060700	0.000315017	0.000822454	0.383020718				
2412	Brast06G060800	0.003448459	0.007459472	0.462292617				
2413	Brast06G061400	0.001195567	0.001993537	0.5997213				
2414	Brast06G062500	0.0007353	0.004242813	0.173304789				
2415	Brast06G063300	0.000639069	0.000663593	0.963044366				
2416	Brast06G064200	0.000867903	0.001299977	0.667629843				
2417	Brast06G065300	0.010193646	0.017676524	0.579270319				
2418	Brast06G067700	0.01426833	0.017403051	0.81987519				
2419	Brast06G067900	0.000726682	0.000496165	1.464598172				
2420	Brast06G069700	0.000972944	0.001265048	0.76909665				
2421	Brast06G070000	0.000151758	0.000594941	0.255081072				
2422	Brast06G070300	0.000488285	0.002404574	0.20306487				
2423	Brast06G073000	0.004045991	0.004517024	1.519571093				
2424	Brast06G073300	0.000276237	0.001713924	0.161172421				
2425	Brast06G076500	0.001484388	0.00134492	1.103699909				
2426	Brast06G083100	0.001117498	0.002214066	0.504726384				
2427	Brast06G083200	0.003376592	0.021120779	0.159870607				
2428	Brast06G087000	0.000328951	3.25e-05	10.1357799				
2429	Brast06G090700	0.0002513523333333	0.0001479676666666	1.362171889				
2430	Brast06G092500	0.000584862	0.000744949	0.785103522				
2431	Brast06G093000	0.000545142	0.001675857	0.325291385				
2432	Brast06G096700	1.71e-05	2.93e-05	0.584174054				
2433	Brast06G098900	6.67e-05	0.000564768	0.118036991				
2434	Brast06G099000	0.0001393815	0.0003634014999999	0.487759805				
2435	Brast06G103600	0.0005062575	0.001412325	0.541013134				
2436	Brast06G103700	0.000307057	0.002496065	0.123016634				
2437	Brast06G105000	0.002442177	0.000578939	4.21836484				
2438	Brast06G105500	0.001859009	0.001463946	1.269861311				
2439	Brast06G105600	0.002675745	0.002439491	1.096845588				
2440	Brast06G107700	0.003148306	0.00674957	0.466445414				
2441	Brast06G108400	0.004214523	0.003869991	1.089026501				
2442	Brast06G108500	0.000307925	0.0015917	0.193456575				
2443	Brast06G118600	0.005574455	0.011443974	0.487108372				
2444	Brast06G121800	7.68e-05	0.000139649	0.549663537				
2445	Brast06G122400	0.000563693	0.001830836	0.307888606				
2446	Brast06G125100	5.77e-05	0.003292171	0.017523528				
2447	Brast06G125500	0.000732024	0.000812942	0.900462444				
2448	Brast06G129200	0.001879034	0.002190526	0.857800723				
2449	Brast06G131000	0.00196853875	0.00375521675	0.8258170295				
2450	Brast06G131200	0.000239216	0.000791665	0.302167627				
2451	Brast06G133000	8.96e-05	0.000262395	0.341466791				
2452	Brast06G154200	0.0004377	0.0010384445	0.6169954015				
2453	Brast06G156000	0.000460436	0.00104479	0.440696833				
2454	Brast06G156200	0.0016707085	0.0028227595	0.588486393				
2455	Brast06G158000	0.000933764	0.0008560544999999	0.825985403				
2456	Brast06G159100	0.0007481635	0.005518913	0.138354486				
2457	Brast06G177200	0.001135667	0.00125462	0.905188035				
2458	Brast06G183000	0.0016531093333333	0.00149786	0.9828408546666668				
2459	Brast06G183800	0.001570133	0.000554947	2.829337955				
2460	Brast06G184700	0.000864185	0.001170582	0.738251951				
2461	Brast06G186700	0.000293639	0.00068025	0.431663577				
2462	Brast06G193000	2.1e-05	6.03e-05	0.348388451				
2463	Brast06G193400	0.000193894	0.0005744204999999	0.294869249				
2464	Brast06G193800	0.000766602	0.000321224	2.386505327				
2465	Brast06G198000	0.000172437	0.000368736	0.467645401				
2466	Brast06G198200	0.003697067	0.0032525685	1.0503862135				
2467	Brast06G198400	0.004473543	0.005005118	0.893793737				
2468	Brast06G198500	0.005703896	0.003666878	1.55551838				
2469	Brast06G198700	0.001159863	0.0015442113333333	0.7279735606666667				
2470	Brast06G199000	0.004627499	0.018135403	0.255163858				
2471	Brast06G205300	0.001427593	0.001722485	0.828798545				
2472	Brast06G207500	0.001393355	0.001502869	0.927130141				
2473	Brast06G209000	0.0032554694999999	0.0033215544999999	0.638250648				
2474	Brast06G213700	8.42e-05	0.000465179	0.181095425				
2475	Brast06G216100	0.002821719	0.000944755	2.986718905				
2476	Brast06G218300	0.000792	0.003856746	0.205354565				
2477	Brast06G226800	0.001107491	0.001206344	0.918056193				
2478	Brast06G227200	0.005955711	0.006231415	0.955755801				
2479	Brast06G227800	0.000453765	0.000664057	0.683322284				
2480	Brast06G228400	0.000110831	0.000311494	0.355805114				
2481	Brast06G228600	0.000312143	0.00181497	0.171982604				
2482	Brast06G230200	4.01e-05	5.23e-05	0.766121326				
2483	Brast06G232800	0.005813186	0.008238561	0.705606933				
2484	Brast06G233700	0.000613154	0.002613878	0.234576418				
2485	Brast06G233800	0.001516012	0.000720074	2.105354825				
2486	Brast06G234000	0.000752772	0.002148256	0.350410841				
2487	Brast06G235600	0.001036114	0.000272623	3.80053805				
2488	Brast06G236300	0.000461966	7.57e-05	6.104519871				
2489	Brast06G237600	0.000918317	0.000702489	1.307233301				
2490	Brast06G242400	0.001074817	0.000679032	1.582867017				
2491	Brast06G242700	3.15e-05	6.35e-05	0.496182672				
2492	Brast06G244800	2.2e-05	6.19e-05	0.356228059				
2493	Brast06G245400	0.000113524	0.000829453	0.136865741				
2494	Brast06G245900	9.88e-05	0.000186389	0.530115071				
2495	Brast07G002500	0.0009643255	0.001908762	0.570484591				
2496	Brast07G018900	0.005800784	0.0069804515	0.7144579154999999				
2497	Brast07G022500	0.001843676	0.002430092	0.758685662				
2498	Brast07G022900	0.001756919	0.000802741	2.188648967				
2499	Brast07G023600	0.000241938	0.000468402	0.516517281				
2500	Brast07G024300	0.000327336	0.000686782	0.476622946				
2501	Brast07G025500	8.51e-05	0.000239769	0.354936669				
2502	Brast07G025900	0.001277882	0.001903582	0.671303725				
2503	Brast07G026100	0.002667213	0.009905378	0.269269193				
2504	Brast07G026200	0.000617524	0.000574526	1.074840675				
2505	Brast07G027800	0.002257649	0.002527507	0.893231398				
2506	Brast07G030600	0.000382847	0.001020898	0.375010124				
2507	Brast07G035200	0.003547575	0.002413695	1.469769554				
2508	Brast07G036300	0.000922897	0.001440282	0.640774952				
2509	Brast07G037400	0.002087741	0.003955267	0.527838208				
2510	Brast07G039600	0.00072324	0.005576911	0.129684713				
2511	Brast07G041700	0.000369603	0.001869143	0.197739451				
2512	Brast07G041800	0.005492243	0.006998689	0.784753125				
2513	Brast07G044500	0.000687173	0.001036993	0.662659859				
2514	Brast07G047300	0.001022235	0.0015623503333333	0.7284180926666667				
2515	Brast07G047700	0.000673165	0.000193506	3.478777695				
2516	Brast07G048100	0.001070395	0.001547763	0.691575675				
2517	Brast07G048300	0.000826679	0.001924538	0.42954676				
2518	Brast07G049000	0.000553706	0.003368855	0.164360315				
2519	Brast07G049300	0.0007471	0.00281245	0.265640404				
2520	Brast07G052200	0.003980518	0.006228173	0.639114794				
2521	Brast07G054400	4.96e-05	0.000177801	0.7110921905				
2522	Brast07G058600	0.002144688	0.000481317	4.455876774				
2523	Brast07G058800	0.000343952	0.001024043	0.335876221				
2524	Brast07G061000	0.000250756	8.166666666666667e-05	2.7469054				
2525	Brast07G067100	0.003971365	0.005917423	0.671130779				
2526	Brast07G067300	0.000764817	0.003231424	0.236681031				
2527	Brast07G069400	0.0004908975	0.0009200595	0.507996171				
2528	Brast07G074100	0.000135808	0.002396508	0.056669198				
2529	Brast07G074400	3.26e-05	0.000307696	0.105998154				
2530	Brast07G076200	0.002970132	0.002963812	1.002132417				
2531	Brast07G076700	0.000731787	0.001837572	0.398235728				
2532	Brast07G078100	0.001895866	0.002858197	0.663308542				
2533	Brast07G083100	1.66e-05	5.01e-05	0.331857972				
2534	Brast07G084100	0.000373411	0.000231379	1.613850983				
2535	Brast07G084200	0.001212541	0.00329002	0.368551267				
2536	Brast07G086000	0.008106252	0.011960613	0.749222662				
2537	Brast07G093200	0.0001442065	0.00085246	0.169975765				
2538	Brast07G093700	0.0003975635	0.0014255995	0.272412434				
2539	Brast07G094900	0.000411597	0.000729748	0.564026018				
2540	Brast07G095800	6.05e-05	0.000322781	0.187563515				
2541	Brast07G095900	0.000233646	0.000956612	0.244243158				
2542	Brast07G097800	0.000150994	0.000334858	0.450919951				
2543	Brast07G099600	0.0008233605	0.0025713545	0.3026472215				
2544	Brast07G100500	0.00027781	0.014129528	0.019661694				
2545	Brast07G104800	0.0007775869999999	0.0015585125	0.5095759215				
2546	Brast07G104900	9.4e-05	0.000685507	0.137094022				
2547	Brast07G105200	0.003872184	0.005342452	0.724795147				
2548	Brast07G105300	0.001227091	0.001497015	0.819692104				
2549	Brast07G105800	0.001379854	0.001650887	0.835825719				
2550	Brast07G106300	0.001267947	0.006146495	0.206287784				
2551	Brast07G108900	0.00022046	0.0005474	0.373517763				
2552	Brast07G109000	0.00169486	0.002963338	0.571943021				
2553	Brast07G109400	0.000229676	0.001314794	0.174685983				
2554	Brast07G109700	0.001394169	0.000943778	1.477221625				
2555	Brast07G110800	0.000364596	0.00091736	0.397440473				
2556	Brast07G111300	0.0013208076666666	0.0021472753333333	0.535136456				
2557	Brast07G111900	0.0003550815	0.000257459	1.605065042				
2558	Brast07G115200	0.001443303	0.00201595	0.715941892				
2559	Brast07G115300	0.000972294	0.0018758149999999	1.5048879735				
2560	Brast07G116000	0.0021525945	0.0031021965	1.3917507320000002				
2561	Brast07G130400	0.003017615	0.000437279	6.900887898				
2562	Brast07G134800	0.000270565	0.001167284	0.231790284				
2563	Brast07G136400	0.001344441	0.001779404	0.755556826				
2564	Brast07G140600	0.000197974	0.000682103	0.290241187				
2565	Brast07G140900	0.000100664	0.000719088	0.13998849				
2566	Brast07G141000	0.000691743	0.001832631	0.377458642				
2567	Brast07G143200	0.001083099	0.00549291	0.197181207				
2568	Brast07G147200	0.000817401	0.0011216415	0.7044804265				
2569	Brast07G148900	0.001328844	0.000796775	1.667777584				
2570	Brast07G149600	0.000500208	0.000188814	2.649213866				
2571	Brast07G151300	0.002042319	0.003160055	0.646292266				
2572	Brast07G153000	0.000680995	0.000560272	1.215472082				
2573	Brast07G153300	8.43715e-05	0.000222374	0.617897911				
2574	Brast07G153900	0.001149869	0.008681587	0.132449186				
2575	Brast07G157600	0.002745562	0.003459691	0.793585808				
2576	Brast07G159100	5.47e-05	0.000638537	0.085593675				
2577	Brast07G160300	0.00086853	0.001174316	0.739605489				
2578	Brast07G162000	0.001052823	0.000975385	1.079392328				
2579	Brast07G162600	0.000874215	0.002058115	0.424764993				
2580	Brast07G164100	0.0035158895	0.002114921	1.582472299				
2581	Brast07G164200	0.0005389205	0.0021023115	0.2795976525				
2582	Brast07G166100	0.000421122	0.004506966	0.09343793				
2583	Brast07G166200	3.5e-05	0.000380965	0.091929728				
2584	Brast07G173800	0.001111255	0.00358728	0.309776497				
2585	Brast07G173900	0.000270164	0.0026844525	0.0943942435				
2586	Brast07G175700	0.001915518	0.001048319	1.82722781				
2587	Brast07G176100	0.00027275	0.002718832	0.100318855				
2588	Brast07G178700	0.003935552	0.002849981	1.380904415				
2589	Brast07G178800	0.001780864	0.002045104	0.870793761				
2590	Brast07G184300	0.000279559	0.000100108	2.792581656				
2591	Brast07G184800	0.001433712	0.002616009	0.548053082				
2592	Brast07G191700	0.000124697	8.89e-05	1.403128829				
2593	Brast07G192900	0.000429201	0.000427588	1.003774033				
2594	Brast07G194000	0.00024455	0.000332866	0.734678899				
2595	Brast07G194600	0.000846711	0.001482293	0.571216896				
2596	Brast07G195100	0.004372694	0.003947417	1.107735457				
2597	Brast07G195200	0.00119445	0.001068662	1.117707034				
2598	Brast07G195900	0.000931322	0.001916957	0.485833424				
2599	Brast07G197000	3.4e-05	6.14e-05	0.554054309				
2600	Brast07G197300	0.0020307485	0.0009904725	2.5079951315				
2601	Brast07G205000	0.000488694	0.0010701835	2.1577298515				
2602	Brast07G207900	0.0001049866666666	0.0004498026666666	0.5817337816666667				
2603	Brast07G208100	0.002053268	0.004024971	0.510132517				
2604	Brast07G210900	0.000400625	0.001005536	0.398419735				
2605	Brast07G214000	0.000626947	0.001863198	0.336489677				
2606	Brast07G214400	0.000371927	0.001623934	0.229028547				
2607	Brast07G215300	0.000593409	0.000666205	0.890729557				
2608	Brast07G218200	0.003526483	0.004243132	0.831103646				
2609	Brast07G218800	0.001862408	0.008940165	0.208319157				
2610	Brast07G224400	0.000193966	0.000901388	0.21518563				
2611	Brast07G228000	3.16e-05	0.000103736	0.304382147				
2612	Brast07G228800	0.00221898	0.002506202	0.885395488				
2613	Brast07G230000	0.002047012	0.015009772	0.136378634				
2614	Brast07G231400	5.83e-05	0.000119884	0.486426155				
2615	Brast07G233700	0.001340483	0.001390498	0.964030384				
2616	Brast07G237300	0.000774044	0.000318698	2.428768736				
2617	Brast07G240000	0.0019642455	0.0008813795	1.5805296025				
2618	Brast07G240900	0.008157416	0.046757229	0.174463199				
2619	Brast07G242800	0.001300173	0.003035285	0.428352799				
2620	Brast07G243500	0.001342283	0.0022786689999999	0.585392744				
2621	Brast07G244800	0.000673089	0.00092046	0.731253742				
2622	Brast07G244900	0.000193872	0.001781885	0.108801748				
2623	Brast07G246300	0.0033028096666666	0.0074796853333333	0.455115344				
2624	Brast07G246700	0.000501942	0.005355402	0.093726255				
2625	Brast08G000300	0.010415827	0.010524593	0.989665565				
2626	Brast08G004800	0.0001444125	0.000252254	0.5102597095				
2627	Brast08G009000	0.001673518	0.004123237	0.405874816				
2628	Brast08G011900	0.000677608	0.001321906	0.512599154				
2629	Brast08G013300	0.011162463	0.006171162	1.808810624				
2630	Brast08G014000	0.007705674	0.011948025	0.644932889				
2631	Brast08G015000	0.000263073	0.000602813	0.436408788				
2632	Brast08G016000	9.76e-05	0.00013293	0.734324372				
2633	Brast08G016400	0.009109363	0.009868904	0.923036902				
2634	Brast08G016900	0.002409269	0.005304375	0.454204036				
2635	Brast08G017000	0.005051129	0.006426299	0.786009049				
2636	Brast08G018800	0.0064883795	0.015372765	0.422725709				
2637	Brast08G018900	0.004667712	0.005387306	0.866427859				
2638	Brast08G020500	0.000166577	0.00015063	1.105869404				
2639	Brast08G025000	0.003923764	0.011564738	0.339286891				
2640	Brast08G034100	0.004178518	0.004322588	0.966670384				
2641	Brast08G035000	0.000295862	0.000513404	0.576274764				
2642	Brast08G035100	0.000120716	0.00059715	0.202153564				
2643	Brast08G035200	0.000424444	0.001029251	0.412381757				
2644	Brast08G036100	0.001398842	0.001046062	1.337245542				
2645	Brast08G037500	8.87e-05	0.000302863	0.292937192				
2646	Brast08G039400	0.000279187	0.000153166	1.822768612				
2647	Brast08G039800	0.000450392	0.001802452	0.249877153				
2648	Brast08G039900	0.001085249	0.000271743	3.993666915				
2649	Brast08G040500	0.000314134	0.001303368	0.241016994				
2650	Brast08G041000	0.001089681	0.005127972	0.212497367				
2651	Brast08G042700	0.000784409	0.001306241	0.600508492				
2652	Brast08G043100	0.001138146	0.002027583	0.561331394				
2653	Brast08G044400	0.001647309	0.001066657	1.544365919				
2654	Brast08G044500	0.001140495	0.000242649	4.700177894				
2655	Brast08G047600	0.001402257	0.001369646	1.023809492				
2656	Brast08G050700	0.001441026	0.001440685	1.000236543				
2657	Brast08G051000	0.001182241	0.00178865	0.660968191				
2658	Brast08G051800	0.001225566	0.002153282	0.56916212				
2659	Brast08G052200	0.001973979	0.002341358	0.843091455				
2660	Brast08G052400	0.003303265	0.004289725	0.770041178				
2661	Brast08G053900	0.001181434	0.000532761	2.217568632				
2662	Brast08G055300	0.000773949	0.000709896	1.1535411945				
2663	Brast08G056000	0.0005992175	0.001585292	0.542807585				
2664	Brast08G056300	0.000315717	0.000851913	0.370597243				
2665	Brast08G056900	0.00083572	0.000838925	0.996179736				
2666	Brast08G058900	0.0002182954999999	0.000871184	0.386303239				
2667	Brast08G059800	0.000150464	0.0002419475	0.7270047945				
2668	Brast08G059900	0.000687611	0.002240768	0.30686385				
2669	Brast08G061800	0.004820299	0.004081039	1.181145239				
2670	Brast08G066900	5.84e-05	0.000197321	0.295750868				
2671	Brast08G070500	0.0001971515	0.0013344095	0.147898068				
2672	Brast08G073300	0.002780192	0.002900216	0.958615483				
2673	Brast08G073600	0.0003584413333333	0.0009330053333333	0.3464076796666666				
2674	Brast08G074900	0.007489744	0.009699839	0.772151423				
2675	Brast08G075600	0.001676807	0.002325438	0.721071321				
2676	Brast08G075700	0.001922024	0.002087505	0.92072768				
2677	Brast08G076600	0.000861729	0.001610804	0.8420726555				
2678	Brast08G079800	0.000568686	0.00412993	0.137698577				
2679	Brast08G080800	0.001835243	0.002301698	0.797342891				
2680	Brast08G086100	0.000463138	0.001603085	0.288903933				
2681	Brast08G087100	4.44e-05	7e-05	0.634169445				
2682	Brast08G087400	0.000445021	0.00131801	0.337646237				
2683	Brast08G087800	0.000413943	0.000179555	2.305381688				
2684	Brast08G089400	0.00537456	0.002521084	2.131845092				
2685	Brast08G090000	0.000390628	0.000730889	0.5536876740000001				
2686	Brast08G090600	0.000328979	0.001227029	0.268110497				
2687	Brast08G090900	0.002814619	0.0142991724999999	0.2213905735				
2688	Brast08G092600	0.000248931	0.000888244	0.280250964				
2689	Brast08G093500	0.000149617	0.00259889	0.057569734				
2690	Brast08G097400	0.00091542	0.000927224	0.987269476				
2691	Brast08G099700	0.002376583	0.001927913	1.232723089				
2692	Brast08G101100	0.000939469	0.001064333	0.882683487				
2693	Brast08G102100	0.001890573	0.002967193	0.637158852				
2694	Brast08G103400	0.000221334	0.000272235	0.813027429				
2695	Brast08G104000	0.003484041	0.00161598	2.155991997				
2696	Brast08G105300	0.000769186	0.0005892	1.305476347				
2697	Brast08G105700	0.00038494	0.0028760545	0.1360497075				
2698	Brast08G107800	0.0003953923333333	0.0018539043333333	0.605962046				
2699	Brast08G108000	5.83e-05	0.000176382	0.330342316				
2700	Brast08G109900	0.001331512	0.002337672	0.569588981				
2701	Brast08G110000	0.000524032	0.0008196675	0.593202127				
2702	Brast08G111100	3.65e-05	0.000192749	0.189291042				
2703	Brast08G112600	0.002254518	0.012829955	0.175722992				
2704	Brast08G112900	0.0005728235	0.001050556	0.520711327				
2705	Brast08G114900	0.010411816	0.001243647	8.372004471				
